BILLING_DOC,GPART,CONTRACT_ACCOUNT,PLAN_TYPE,BILLING_PERIOD,USAGE_UNITS,INVOICE_AMOUNT,CURRENCY,PAYMENT_STATUS,DUNNING_LEVEL,DUE_DATE,BASE_FEE,USAGE_RATE,STATUS,REGION,INDUSTRY,EXPECTED_AMOUNT,AMOUNT_DEVIATION_PCT,CUST_ROLLING_MEAN,DEV_FROM_OWN_HISTORY,DOC_COUNT_SAME_PERIOD,IS_DUPLICATE_PERIOD,AMOUNT_TO_BASE_RATIO,ANOMALY_SCORE_RAW,ANOMALY_DECISION_SCORE,PREDICTED_ANOMALY,RULE_FLAG_DUPLICATE,FINAL_ANOMALY_FLAG,IS_TRUE_ANOMALY
BILLDOC502675,BP100103,CA200102,STANDARD,2025-08,72.7,1557.16,INR,PAID,0,2025-08-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1557.16,0.0,1454.8306666666665,102.32933333333358,1,0,1.0387991994663108,1,0.26145235742376044,0,0,0,0
BILLDOC502676,BP100103,CA200102,STANDARD,2025-09,122.26,1596.8,INR,PAID,0,2025-09-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1596.808,-5.009994939929032e-06,1461.22625,135.57375000000002,1,0,1.0652434956637757,1,0.242944754402817,0,0,0,0
BILLDOC502677,BP100103,CA200102,STANDARD,2025-10,104.3,1582.44,INR,PAID,0,2025-10-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1582.44,0.0,1469.201176470588,113.238823529412,1,0,1.0556637758505671,1,0.26380113466166755,0,0,0,0
BILLDOC502678,BP100103,CA200102,STANDARD,2025-11,113.83,1590.07,INR,PAID,0,2025-11-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1590.064,3.7734330189590597e-06,1475.4922222222222,114.57777777777778,1,0,1.0607538358905937,1,0.25078461008424385,0,0,0,0
BILLDOC502679,BP100103,CA200102,STANDARD,2025-12,70.61,1555.49,INR,PAID,0,2025-12-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1555.488,1.28577012484359e-06,1481.5226315789473,73.9673684210527,1,0,1.0376851234156104,1,0.2606953632872731,0,0,0,0
BILLDOC502680,BP100103,CA200102,STANDARD,2026-01,77.62,1561.1,INR,PAID,0,2026-01-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1561.096,2.562302382368165e-06,1485.221,75.8789999999999,1,0,1.0414276184122748,1,0.25826240507407094,0,0,0,0
BILLDOC502681,BP100103,CA200102,STANDARD,2026-02,114.93,1590.94,INR,PAID,0,2026-02-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1590.944,-2.5142305448245902e-06,1488.8342857142857,102.10571428571438,1,0,1.0613342228152103,1,0.25724855194973884,0,0,0,0
BILLDOC502682,BP100103,CA200102,STANDARD,2026-03,76.29,8635.84,INR,OPEN,0,2026-03-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1560.032,4.535681319357552,1493.4754545454546,7142.364545454546,1,0,5.761067378252168,-1,-0.13464754653238842,1,0,1,1
BILLDOC502683,BP100103,CA200102,STANDARD,2026-04,111.58,1588.26,INR,PAID,0,2026-04-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1588.2640000000001,-2.5184729995345774e-06,1804.013043478261,-215.7530434782609,1,0,1.0595463642428284,1,0.2545970344151913,0,0,0,0
BILLDOC502684,BP100103,CA200102,STANDARD,2026-05,65.82,1551.66,INR,OVERDUE,0,2026-05-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1551.656,2.577890975920427e-06,1795.0233333333333,-243.36333333333323,1,0,1.035130086724483,1,0.2523302387561448,0,0,0,0
BILLDOC502685,BP100103,CA200102,STANDARD,2026-06,121.2,1595.96,INR,PAID,0,2026-06-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1595.96,0.0,1785.2888,-189.3288,1,0,1.0646831220813877,1,0.26098266342189336,0,0,0,0
BILLDOC502686,BP100104,CA200103,STANDARD,2024-01,69.19,1554.35,INR,PAID,0,2024-01-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1554.352,-1.2867098316083358e-06,1554.35,0.0,1,0,1.0369246164109405,1,0.25921846192924025,0,0,0,0
BILLDOC502687,BP100104,CA200103,STANDARD,2024-02,113.81,1590.05,INR,PAID,0,2024-02-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1590.048,1.257823663155267e-06,1554.35,35.700000000000045,1,0,1.0607404936624416,1,0.2641826595789725,0,0,0,0
BILLDOC502688,BP100104,CA200103,STANDARD,2024-03,115.64,1591.51,INR,PAID,0,2024-03-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1591.512,-1.2566666163702857e-06,1572.1999999999998,19.310000000000173,1,0,1.061714476317545,1,0.2641362973927304,0,0,0,0
BILLDOC502689,BP100104,CA200103,STANDARD,2024-04,82.58,1565.06,INR,PAID,0,2024-04-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1565.064,-2.555806024630805e-06,1578.6366666666665,-13.576666666666597,1,0,1.044069379586391,1,0.258697571146158,0,0,0,0
BILLDOC502690,BP100104,CA200103,STANDARD,2024-05,114.55,1590.64,INR,PAID,0,2024-05-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1590.64,0.0,1575.2424999999998,15.397500000000264,1,0,1.0611340893929286,1,0.2658897186136622,0,0,0,0
BILLDOC502691,BP100104,CA200103,STANDARD,2024-06,106.51,1584.21,INR,PAID,0,2024-06-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1584.208,1.2624604849569666e-06,1578.322,5.888000000000147,1,0,1.056844563042028,1,0.2649168388002471,0,0,0,0
BILLDOC502692,BP100104,CA200103,STANDARD,2024-07,86.53,1568.22,INR,OPEN,0,2024-07-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1568.224,-2.5506560286702747e-06,1579.3033333333333,-11.083333333333258,1,0,1.0461774516344229,1,0.2593871783278387,0,0,0,0
BILLDOC502693,BP100104,CA200103,STANDARD,2024-08,74.79,1558.83,INR,PAID,0,2024-08-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1558.832,-1.2830118962018227e-06,1577.72,-18.8900000000001,1,0,1.0399132755170113,1,0.2611948976635061,0,0,0,0
BILLDOC502694,BP100104,CA200103,STANDARD,2024-09,50.93,1539.75,INR,OVERDUE,1,2024-09-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1539.744,3.896751667865238e-06,1575.3587499999999,-35.60874999999987,1,0,1.0271847898599067,1,0.11793784788912293,0,0,0,0
BILLDOC502695,BP100104,CA200103,STANDARD,2024-10,108.74,1585.99,INR,OPEN,0,2024-10-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1585.992,-1.2610404087490392e-06,1571.402222222222,14.587777777778001,1,0,1.0580320213475651,1,0.2639787372328239,0,0,0,0
BILLDOC502696,BP100104,CA200103,STANDARD,2024-11,60.88,1547.7,INR,PAID,0,2024-11-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1547.704,-2.584473516838758e-06,1572.861,-25.161000000000058,1,0,1.032488325550367,1,0.25381514579483333,0,0,0,0
BILLDOC502697,BP100104,CA200103,STANDARD,2024-12,102.38,1580.91,INR,PAID,0,2024-12-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1580.904,3.795296868175103e-06,1570.5736363636365,10.336363636363558,1,0,1.0546430953969312,1,0.25392711504500814,0,0,0,0
BILLDOC502698,BP100104,CA200103,STANDARD,2025-01,93.41,1573.73,INR,PAID,0,2025-01-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1573.728,1.2708676467297438e-06,1571.4350000000002,2.2949999999998454,1,0,1.049853235490327,1,0.2646580667376204,0,0,0,0
BILLDOC502699,BP100104,CA200103,STANDARD,2025-02,116.98,1592.58,INR,PAID,0,2025-02-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1592.584,-2.5116414582419427e-06,1571.6115384615384,20.968461538461497,1,0,1.0624282855236824,1,0.26017496445666494,0,0,0,0
BILLDOC502700,BP100104,CA200103,STANDARD,2025-03,92.45,1572.96,INR,PAID,0,2025-03-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1572.96,0.0,1573.1092857142855,-0.1492857142854973,1,0,1.049339559706471,1,0.26621968993710793,0,0,0,0
BILLDOC502701,BP100104,CA200103,STANDARD,2025-04,91.76,1572.41,INR,OPEN,0,2025-04-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1572.408,1.2719345107504414e-06,1573.0993333333333,-0.6893333333332521,1,0,1.0489726484322883,1,0.2646741126658436,0,0,0,0
BILLDOC502702,BP100104,CA200103,STANDARD,2025-05,118.3,1593.64,INR,PAID,0,2025-05-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1593.64,0.0,1573.05625,20.58375000000001,1,0,1.063135423615744,1,0.2654931974497894,0,0,0,0
BILLDOC502703,BP100104,CA200103,STANDARD,2025-06,108.38,1585.7,INR,OVERDUE,0,2025-06-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1585.704,-2.5225388848772614e-06,1574.2670588235294,11.43294117647065,1,0,1.0578385590393595,1,0.26014745977598464,0,0,0,0
BILLDOC502704,BP100104,CA200103,STANDARD,2025-07,107.9,1585.32,INR,PAID,0,2025-07-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1585.32,0.0,1574.9022222222222,10.417777777777701,1,0,1.0575850567044696,1,0.2662606084770761,0,0,0,0
BILLDOC502705,BP100104,CA200103,STANDARD,2025-08,111.73,1588.39,INR,OVERDUE,1,2025-08-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1588.384,3.777424099012262e-06,1575.4505263157896,12.939473684210498,1,0,1.0596330887258172,1,0.1289810611031827,0,0,0,0
BILLDOC502706,BP100104,CA200103,STANDARD,2025-09,61.61,1548.29,INR,PAID,0,2025-09-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1548.288,1.2917493385937929e-06,1576.0975,-27.80750000000012,1,0,1.032881921280854,1,0.2593608110056235,0,0,0,0
BILLDOC502707,BP100104,CA200103,STANDARD,2025-10,118.92,1594.14,INR,PAID,0,2025-10-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1594.136,2.509196204171279e-06,1574.7733333333333,19.366666666666788,1,0,1.0634689793195464,1,0.26026715512414844,0,0,0,0
BILLDOC502708,BP100104,CA200103,STANDARD,2025-11,115.31,1591.25,INR,PAID,0,2025-11-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1591.248,1.256875106804663e-06,1575.6536363636362,15.596363636363776,1,0,1.0615410273515677,1,0.2645443902682388,0,0,0,0
BILLDOC502709,BP100104,CA200103,STANDARD,2025-12,74.58,1558.67,INR,OVERDUE,3,2025-12-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1558.664,3.84945055514562e-06,1576.3317391304347,-17.661739130434626,1,0,1.0398065376917947,-1,-0.012020980014261329,1,0,1,0
BILLDOC502710,BP100104,CA200103,STANDARD,2026-01,93.9,1574.12,INR,PAID,0,2026-01-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1574.12,0.0,1575.5958333333335,-1.4758333333336395,1,0,1.0501134089392927,1,0.2662705789429472,0,0,0,0
BILLDOC502711,BP100104,CA200103,STANDARD,2026-02,99.02,1578.21,INR,PAID,0,2026-02-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1578.216,-3.8017609755940375e-06,1575.5367999999999,2.673200000000179,1,0,1.0528418945963975,1,0.2577348203853541,0,0,0,0
BILLDOC502712,BP100104,CA200103,STANDARD,2026-03,96.64,1576.31,INR,PAID,0,2026-03-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1576.312,-1.268784352306337e-06,1575.6396153846154,0.6703846153845916,1,0,1.051574382921948,1,0.26416294611216584,0,0,0,0
BILLDOC502713,BP100104,CA200103,STANDARD,2026-04,108.35,1585.68,INR,OVERDUE,1,2026-04-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1585.68,0.0,1575.6644444444446,10.015555555555466,1,0,1.0578252168112074,1,0.14678525200655912,0,0,0,0
BILLDOC502714,BP100104,CA200103,STANDARD,2026-05,135.78,1607.63,INR,PAID,0,2026-05-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1607.624,3.7322159908569994e-06,1576.0221428571429,31.607857142857256,1,0,1.0724683122081389,1,0.24735711095173812,0,0,0,0
BILLDOC502715,BP100104,CA200103,STANDARD,2026-06,127.04,1600.64,INR,OPEN,0,2026-06-22,1499,0.8,ACTIVE,IN-EAST,SaaS,1600.632,4.998025779840837e-06,1577.1120689655172,23.52793103448289,1,0,1.0678052034689793,1,0.24730194135105882,0,0,0,0
BILLDOC502716,BP100105,CA200104,BASIC,2024-04,67.19,2151.46,INR,PAID,0,2024-04-22,499,0.5,ACTIVE,US-EAST,Telecom,532.595,3.039579793276317,2151.46,0.0,1,0,4.311543086172345,-1,-0.0302494712897885,1,0,1,1
BILLDOC502717,BP100105,CA200104,BASIC,2024-05,115.55,556.78,INR,PAID,0,2024-05-22,499,0.5,ACTIVE,US-EAST,Telecom,556.775,8.980288267245212e-06,2151.46,-1594.68,1,0,1.1157915831663325,1,0.15245679604179257,0,0,0,0
BILLDOC502718,BP100105,CA200104,BASIC,2024-06,133.22,565.61,INR,PAID,0,2024-06-22,499,0.5,ACTIVE,US-EAST,Telecom,565.61,0.0,1354.12,-788.5099999999999,1,0,1.1334869739478959,1,0.20094168899273224,0,0,0,0
BILLDOC502719,BP100105,CA200104,BASIC,2024-07,109.67,553.84,INR,PAID,0,2024-07-22,499,0.5,ACTIVE,US-EAST,Telecom,553.835,9.02795959084466e-06,1091.2833333333333,-537.4433333333333,1,0,1.1098997995991984,1,0.2029211133492212,0,0,0,0
BILLDOC502720,BP100105,CA200104,BASIC,2024-08,127.27,562.64,INR,PAID,0,2024-08-22,499,0.5,ACTIVE,US-EAST,Telecom,562.635,8.886756067424623e-06,956.9225,-394.2825,1,0,1.1275350701402804,1,0.19938768162480852,0,0,0,0
BILLDOC502721,BP100105,CA200104,BASIC,2024-09,150.31,574.15,INR,PAID,0,2024-09-22,499,0.5,ACTIVE,US-EAST,Telecom,574.155,-8.708449808841607e-06,878.066,-303.91600000000005,1,0,1.1506012024048096,1,0.18540197423066207,0,0,0,0
BILLDOC502722,BP100105,CA200104,BASIC,2024-10,125.59,561.8,INR,PAID,0,2024-10-22,499,0.5,ACTIVE,US-EAST,Telecom,561.795,8.900043610205597e-06,827.4133333333333,-265.61333333333334,1,0,1.1258517034068136,1,0.20938340501333919,0,0,0,0
BILLDOC502723,BP100105,CA200104,BASIC,2024-11,106.23,552.12,INR,PAID,0,2024-11-22,499,0.5,ACTIVE,US-EAST,Telecom,552.115,9.056084330249046e-06,789.4685714285714,-237.3485714285714,1,0,1.1064529058116233,1,0.22115463793532314,0,0,0,0
BILLDOC502724,BP100105,CA200104,BASIC,2024-12,126.13,562.06,INR,PAID,0,2024-12-22,499,0.5,ACTIVE,US-EAST,Telecom,562.065,-8.895768283221939e-06,759.8,-197.74,1,0,1.1263727454909818,1,0.21742169299019698,0,0,0,0
BILLDOC502725,BP100105,CA200104,BASIC,2025-01,103.62,550.81,INR,PAID,0,2025-01-22,499,0.5,ACTIVE,US-EAST,Telecom,550.81,0.0,737.8288888888889,-187.0188888888889,1,0,1.1038276553106212,1,0.24842703024936313,0,0,0,0
BILLDOC502726,BP100105,CA200104,BASIC,2025-02,100.6,549.3,INR,PAID,0,2025-02-22,499,0.5,ACTIVE,US-EAST,Telecom,549.3,0.0,719.127,-169.827,1,0,1.1008016032064127,1,0.25193732612606184,0,0,0,0
BILLDOC502727,BP100105,CA200104,BASIC,2025-03,91.21,544.61,INR,OPEN,0,2025-03-22,499,0.5,ACTIVE,US-EAST,Telecom,544.605,9.180966021236405e-06,703.6881818181818,-159.07818181818175,1,0,1.0914028056112224,1,0.22897344565212902,0,0,0,0
BILLDOC502728,BP100105,CA200104,BASIC,2025-04,139.09,568.54,INR,PAID,0,2025-04-22,499,0.5,ACTIVE,US-EAST,Telecom,568.545,-8.794378633169676e-06,690.4316666666667,-121.89166666666677,1,0,1.1393587174348696,1,0.2054086223853812,0,0,0,0
BILLDOC502729,BP100105,CA200104,BASIC,2025-05,79.54,538.77,INR,PAID,0,2025-05-22,499,0.5,ACTIVE,US-EAST,Telecom,538.77,0.0,681.0553846153846,-142.2853846153846,1,0,1.0796993987975951,1,0.2561568816133247,0,0,0,0
BILLDOC502730,BP100105,CA200104,BASIC,2025-06,138.31,568.15,INR,PAID,0,2025-06-22,499,0.5,ACTIVE,US-EAST,Telecom,568.155,-8.800415379597914e-06,670.8921428571429,-102.74214285714288,1,0,1.1385771543086172,1,0.2074577138105359,0,0,0,0
BILLDOC502731,BP100105,CA200104,BASIC,2025-07,112.5,555.25,INR,OPEN,0,2025-07-22,499,0.5,ACTIVE,US-EAST,Telecom,555.25,0.0,664.0426666666666,-108.7926666666666,1,0,1.1127254509018036,1,0.24815681210516377,0,0,0,0
BILLDOC502732,BP100105,CA200104,BASIC,2025-08,65.02,531.51,INR,PAID,0,2025-08-22,499,0.5,ACTIVE,US-EAST,Telecom,531.51,0.0,657.243125,-125.73312499999997,1,0,1.0651503006012024,1,0.25539894491496595,0,0,0,0
BILLDOC502733,BP100105,CA200104,BASIC,2025-09,109.19,553.6,INR,PAID,0,2025-09-22,499,0.5,ACTIVE,US-EAST,Telecom,553.595,9.031873481508056e-06,649.8470588235294,-96.24705882352941,1,0,1.1094188376753507,1,0.22653953220416462,0,0,0,0
BILLDOC502734,BP100105,CA200104,BASIC,2025-10,47.5,522.75,INR,PAID,0,2025-10-22,499,0.5,ACTIVE,US-EAST,Telecom,522.75,0.0,644.5,-121.75,1,0,1.0475951903807614,1,0.2498826770246521,0,0,0,0
BILLDOC502735,BP100105,CA200104,BASIC,2025-11,115.64,556.82,INR,PAID,0,2025-11-22,499,0.5,ACTIVE,US-EAST,Telecom,556.82,0.0,638.0921052631579,-81.27210526315787,1,0,1.115871743486974,1,0.24595969363069808,0,0,0,0
BILLDOC502736,BP100105,CA200104,BASIC,2025-12,122.13,560.07,INR,PAID,0,2025-12-22,499,0.5,ACTIVE,US-EAST,Telecom,560.065,8.927535196799392e-06,634.0285,-73.95849999999996,1,0,1.1223847695390783,1,0.22192902205434445,0,0,0,0
BILLDOC502737,BP100105,CA200104,BASIC,2026-01,85.19,541.6,INR,PAID,0,2026-01-22,499,0.5,ACTIVE,US-EAST,Telecom,541.595,9.231990694144983e-06,630.5066666666667,-88.90666666666664,1,0,1.085370741482966,1,0.22991615002529658,0,0,0,0
BILLDOC502738,BP100105,CA200104,BASIC,2026-02,103.09,550.54,INR,OPEN,0,2026-02-22,499,0.5,ACTIVE,US-EAST,Telecom,550.545,-9.081909743972705e-06,626.4654545454546,-75.92545454545461,1,0,1.1032865731462924,1,0.2332620759532157,0,0,0,0
BILLDOC502739,BP100105,CA200104,BASIC,2026-03,148.85,573.43,INR,OPEN,0,2026-03-22,499,0.5,ACTIVE,US-EAST,Telecom,573.425,8.71953612067045e-06,623.164347826087,-49.73434782608706,1,0,1.1491583166332664,1,0.1974492369678042,0,0,0,0
BILLDOC502740,BP100105,CA200104,BASIC,2026-04,87.36,542.68,INR,PAID,0,2026-04-22,499,0.5,ACTIVE,US-EAST,Telecom,542.68,0.0,621.0920833333333,-78.41208333333338,1,0,1.0875350701402804,1,0.25572189235608134,0,0,0,0
BILLDOC502741,BP100105,CA200104,BASIC,2026-05,73.53,535.76,INR,PAID,0,2026-05-22,499,0.5,ACTIVE,US-EAST,Telecom,535.765,-9.332449861404631e-06,617.9556,-82.19560000000001,1,0,1.0736673346693386,1,0.2352762447202575,0,0,0,0
BILLDOC502742,BP100105,CA200104,BASIC,2026-06,137.04,567.52,INR,PAID,0,2026-06-22,499,0.5,ACTIVE,US-EAST,Telecom,567.52,0.0,614.7942307692308,-47.274230769230826,1,0,1.137314629258517,1,0.23094433562030287,0,0,0,0
BILLDOC502743,BP100106,CA200105,STANDARD,2024-02,149.06,1618.25,INR,PAID,0,2024-02-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1618.248,1.2359045090447856e-06,1618.25,0.0,1,0,1.0795530353569045,1,0.2551155578609781,0,0,0,0
BILLDOC502744,BP100106,CA200105,STANDARD,2024-03,100.09,1579.07,INR,PAID,0,2024-03-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1579.0720000000001,-1.266566692449793e-06,1618.25,-39.180000000000064,1,0,1.0534156104069379,1,0.26325508974952627,0,0,0,0
BILLDOC502745,BP100106,CA200105,STANDARD,2024-04,125.29,1599.23,INR,OPEN,0,2024-04-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1599.232,-1.2506002881087335e-06,1598.6599999999999,0.5700000000001637,1,0,1.0668645763842561,1,0.2622010335051208,0,0,0,0
BILLDOC502746,BP100106,CA200105,STANDARD,2024-05,133.54,1605.83,INR,PAID,0,2024-05-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1605.8319999999999,-1.2454602971871941e-06,1598.8500000000001,6.979999999999791,1,0,1.0712675116744497,1,0.25893266102408263,0,0,0,0
BILLDOC502747,BP100106,CA200105,STANDARD,2024-06,81.44,1564.15,INR,OPEN,0,2024-06-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1564.152,-1.2786481108950448e-06,1600.595,-36.444999999999936,1,0,1.0434623082054704,1,0.26200160101349707,0,0,0,0
BILLDOC502748,BP100106,CA200105,STANDARD,2024-07,87.87,1569.29,INR,PAID,0,2024-07-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1569.296,-3.823370479556114e-06,1593.306,-24.016000000000076,1,0,1.0468912608405603,1,0.2563181676598028,0,0,0,0
BILLDOC502749,BP100106,CA200105,STANDARD,2024-08,130.77,1603.62,INR,PAID,0,2024-08-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1603.616,2.494362740148148e-06,1589.3033333333333,14.316666666666606,1,0,1.0697931954636424,1,0.2563926973442309,0,0,0,0
BILLDOC502750,BP100106,CA200105,STANDARD,2024-09,142.13,1612.7,INR,PAID,0,2024-09-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1612.704,-2.480306367383855e-06,1591.3485714285714,21.35142857142864,1,0,1.0758505670446965,1,0.2528748617795992,0,0,0,0
BILLDOC502751,BP100106,CA200105,STANDARD,2024-10,114.07,1590.26,INR,OVERDUE,3,2024-10-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1590.256,2.5153182883167316e-06,1594.0175,-3.7574999999999363,1,0,1.0608805870580387,-1,-0.0011789023240307284,1,0,1,0
BILLDOC502752,BP100106,CA200105,STANDARD,2024-11,78.0,1561.4,INR,PAID,0,2024-11-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1561.4,0.0,1593.6,-32.19999999999982,1,0,1.0416277518345565,1,0.26461910414671713,0,0,0,0
BILLDOC502753,BP100106,CA200105,STANDARD,2024-12,149.68,1618.74,INR,PAID,0,2024-12-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1618.744,-2.4710516300943277e-06,1590.3799999999999,28.360000000000127,1,0,1.0798799199466311,1,0.2496703010599638,0,0,0,0
BILLDOC502754,BP100106,CA200105,STANDARD,2025-01,86.73,-225.7,INR,PAID,0,2025-01-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1568.384,-1.1439060842242716,1592.9581818181819,-1818.658181818182,1,0,-0.15056704469646431,-1,-0.04748589859882191,1,0,1,1
BILLDOC502755,BP100106,CA200105,STANDARD,2025-02,91.62,1572.3,INR,PAID,0,2025-02-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1572.296,2.544050229667577e-06,1441.4033333333334,130.89666666666653,1,0,1.0488992661774517,1,0.25640119965020525,0,0,0,0
BILLDOC502756,BP100106,CA200105,STANDARD,2025-03,108.56,1585.85,INR,OPEN,0,2025-03-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1585.848,1.2611549151953444e-06,1451.4723076923076,134.3776923076923,1,0,1.0579386257505003,1,0.25998578968183245,0,0,0,0
BILLDOC502757,BP100106,CA200105,STANDARD,2025-04,138.85,1610.08,INR,OVERDUE,1,2025-04-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1610.08,0.0,1461.070714285714,149.00928571428585,1,0,1.0741027351567711,1,0.1295610540738732,0,0,0,0
BILLDOC502758,BP100106,CA200105,STANDARD,2025-05,121.35,1596.08,INR,PAID,0,2025-05-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1596.08,0.0,1471.0046666666667,125.07533333333322,1,0,1.0647631754503002,1,0.26107372104949733,0,0,0,0
BILLDOC502759,BP100106,CA200105,STANDARD,2025-06,110.37,1587.3,INR,PAID,0,2025-06-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1587.296,2.5200088703716334e-06,1478.821875,108.47812499999986,1,0,1.0589059372915277,1,0.2586935122901246,0,0,0,0
BILLDOC502760,BP100106,CA200105,STANDARD,2025-07,111.58,1588.27,INR,PAID,0,2025-07-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1588.2640000000001,3.777709499087128e-06,1485.2029411764706,103.06705882352935,1,0,1.0595530353569045,1,0.25175552671808904,0,0,0,0
BILLDOC502761,BP100106,CA200105,STANDARD,2025-08,101.09,1579.87,INR,PAID,0,2025-08-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1579.872,-1.2659253409010856e-06,1490.9288888888889,88.94111111111101,1,0,1.053949299533022,1,0.26192412553616856,0,0,0,0
BILLDOC502762,BP100106,CA200105,STANDARD,2025-09,113.95,1590.16,INR,PAID,0,2025-09-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1590.16,0.0,1495.61,94.55000000000018,1,0,1.0608138759172783,1,0.26387050902243386,0,0,0,0
BILLDOC502763,BP100106,CA200105,STANDARD,2025-10,36.76,1528.41,INR,PAID,0,2025-10-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1528.408,1.3085511199758703e-06,1500.3375,28.07249999999999,1,0,1.019619746497665,1,0.2505917780446203,0,0,0,0
BILLDOC502764,BP100106,CA200105,STANDARD,2025-11,92.58,1573.07,INR,PAID,0,2025-11-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1573.064,3.814212263365075e-06,1501.6742857142858,71.39571428571412,1,0,1.0494129419613074,1,0.2523459914497906,0,0,0,0
BILLDOC502765,BP100106,CA200105,STANDARD,2025-12,106.03,2.21,INR,PAID,0,2025-12-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1583.824,-0.9986046429401246,1504.9195454545452,-1502.7095454545452,1,0,0.0014743162108072048,-1,-0.028598679702079077,1,0,1,1
BILLDOC502766,BP100106,CA200105,STANDARD,2026-01,71.22,1555.98,INR,OVERDUE,1,2026-01-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1555.976,2.570733738762945e-06,1439.584347826087,116.39565217391305,1,0,1.038012008005337,1,0.12965687670333237,0,0,0,0
BILLDOC502767,BP100106,CA200105,STANDARD,2026-02,109.66,1586.73,INR,PAID,0,2026-02-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1586.728,1.2604554781617934e-06,1444.4341666666667,142.29583333333335,1,0,1.0585256837891928,1,0.2596992532571851,0,0,0,0
BILLDOC502768,BP100106,CA200105,STANDARD,2026-03,94.89,1574.91,INR,OPEN,0,2026-03-22,1499,0.8,ACTIVE,IN-NORTH,Manufacturing,1574.912,-1.2699122236370707e-06,1450.126,124.7840000000001,1,0,1.050640426951301,1,0.25995140116594495,0,0,0,0
