BILLING_DOC,GPART,CONTRACT_ACCOUNT,PLAN_TYPE,BILLING_PERIOD,USAGE_UNITS,INVOICE_AMOUNT,CURRENCY,PAYMENT_STATUS,DUNNING_LEVEL,DUE_DATE
BILLDOC500576,BP100022,CA200021,STANDARD,2025-08,108.17,1585.54,INR,OPEN,0,2025-08-22
BILLDOC500577,BP100022,CA200021,STANDARD,2025-09,94.52,1574.62,INR,OVERDUE,1,2025-09-22
BILLDOC500578,BP100022,CA200021,STANDARD,2025-10,120.74,1595.59,INR,PAID,0,2025-10-22
BILLDOC500579,BP100022,CA200021,STANDARD,2025-11,44.72,1534.78,INR,PAID,0,2025-11-22
BILLDOC500580,BP100022,CA200021,STANDARD,2025-12,105.89,2.39,INR,PAID,0,2025-12-22
BILLDOC500581,BP100022,CA200021,STANDARD,2026-01,119.27,1594.42,INR,OPEN,0,2026-01-22
BILLDOC500582,BP100022,CA200021,STANDARD,2026-02,63.04,1549.43,INR,PAID,0,2026-02-22
BILLDOC500583,BP100022,CA200021,STANDARD,2026-03,128.59,1601.88,INR,OPEN,0,2026-03-22
BILLDOC500584,BP100022,CA200021,STANDARD,2026-04,108.46,1585.77,INR,PAID,0,2026-04-22
BILLDOC500585,BP100022,CA200021,STANDARD,2026-05,89.62,1570.69,INR,PAID,0,2026-05-22
BILLDOC500586,BP100022,CA200021,STANDARD,2026-06,115.82,1591.66,INR,PAID,0,2026-06-22
BILLDOC500587,BP100023,CA200022,ENTERPRISE,2024-04,156.77,10234.15,INR,PAID,0,2024-04-22
BILLDOC500588,BP100023,CA200022,ENTERPRISE,2024-05,104.55,10155.82,INR,PAID,0,2024-05-22
BILLDOC500589,BP100023,CA200022,ENTERPRISE,2024-06,106.21,10158.31,INR,PAID,0,2024-06-22
BILLDOC500590,BP100023,CA200022,ENTERPRISE,2024-07,88.52,10131.77,INR,OVERDUE,2,2024-07-22
BILLDOC500591,BP100023,CA200022,ENTERPRISE,2024-08,78.75,10117.13,INR,OVERDUE,1,2024-08-22
BILLDOC500592,BP100023,CA200022,ENTERPRISE,2024-09,120.76,10180.14,INR,OVERDUE,1,2024-09-22
BILLDOC500593,BP100023,CA200022,ENTERPRISE,2024-10,78.6,10116.9,INR,PAID,0,2024-10-22
BILLDOC500594,BP100023,CA200022,ENTERPRISE,2024-11,101.79,10151.68,INR,PAID,0,2024-11-22
BILLDOC500595,BP100023,CA200022,ENTERPRISE,2024-12,88.06,10131.09,INR,PAID,0,2024-12-22
BILLDOC500596,BP100023,CA200022,ENTERPRISE,2025-01,111.97,10166.96,INR,OVERDUE,2,2025-01-22
BILLDOC500597,BP100023,CA200022,ENTERPRISE,2025-02,108.34,10161.51,INR,OPEN,0,2025-02-22
BILLDOC500598,BP100023,CA200022,ENTERPRISE,2025-03,125.94,10187.91,INR,PAID,0,2025-03-22
BILLDOC500599,BP100023,CA200022,ENTERPRISE,2025-04,87.25,10129.87,INR,OPEN,0,2025-04-22
BILLDOC500600,BP100023,CA200022,ENTERPRISE,2025-05,93.25,10138.88,INR,PAID,0,2025-05-22
BILLDOC500601,BP100023,CA200022,ENTERPRISE,2025-06,75.53,10112.3,INR,PAID,0,2025-06-22
BILLDOC500602,BP100023,CA200022,ENTERPRISE,2025-07,88.89,10132.34,INR,PAID,0,2025-07-22
BILLDOC500603,BP100023,CA200022,ENTERPRISE,2025-08,109.43,10163.15,INR,PAID,0,2025-08-22
BILLDOC500604,BP100023,CA200022,ENTERPRISE,2025-09,118.92,10177.39,INR,OVERDUE,1,2025-09-22
BILLDOC500605,BP100023,CA200022,ENTERPRISE,2025-10,76.95,10114.42,INR,PAID,0,2025-10-22
BILLDOC500606,BP100023,CA200022,ENTERPRISE,2025-11,121.74,10181.61,INR,PAID,0,2025-11-22
BILLDOC500607,BP100023,CA200022,ENTERPRISE,2025-12,133.89,10199.84,INR,PAID,0,2025-12-22
BILLDOC500608,BP100023,CA200022,ENTERPRISE,2026-01,110.34,56349.45,INR,PAID,0,2026-01-22
BILLDOC500609,BP100023,CA200022,ENTERPRISE,2026-02,146.92,10219.38,INR,OPEN,0,2026-02-22
BILLDOC500610,BP100023,CA200022,ENTERPRISE,2026-03,80.66,10119.98,INR,PAID,0,2026-03-22
BILLDOC500611,BP100023,CA200022,ENTERPRISE,2026-04,68.88,10102.33,INR,PAID,0,2026-04-22
BILLDOC500612,BP100023,CA200022,ENTERPRISE,2026-05,55.53,10082.3,INR,OPEN,0,2026-05-22
BILLDOC500613,BP100023,CA200022,ENTERPRISE,2026-06,137.4,10205.1,INR,PAID,0,2026-06-22
BILLDOC500614,BP100024,CA200023,STANDARD,2024-01,116.36,1592.09,INR,PAID,0,2024-01-22
BILLDOC500615,BP100024,CA200023,STANDARD,2024-02,98.61,1577.89,INR,PAID,0,2024-02-22
BILLDOC500616,BP100024,CA200023,STANDARD,2024-03,107.0,1584.6,INR,OVERDUE,0,2024-03-22
BILLDOC500617,BP100024,CA200023,STANDARD,2024-04,71.86,1556.49,INR,OPEN,0,2024-04-22
BILLDOC500618,BP100024,CA200023,STANDARD,2024-05,161.14,1627.92,INR,PAID,0,2024-05-22
BILLDOC500619,BP100024,CA200023,STANDARD,2024-06,103.23,1581.58,INR,OVERDUE,1,2024-06-22
BILLDOC500620,BP100024,CA200023,STANDARD,2024-07,102.73,1581.19,INR,PAID,0,2024-07-22
BILLDOC500621,BP100024,CA200023,STANDARD,2024-08,118.14,1593.52,INR,PAID,0,2024-08-22
BILLDOC500622,BP100024,CA200023,STANDARD,2024-09,112.03,1588.62,INR,PAID,0,2024-09-22
BILLDOC500623,BP100024,CA200023,STANDARD,2024-10,105.6,1583.48,INR,PAID,0,2024-10-22
BILLDOC500624,BP100024,CA200023,STANDARD,2024-11,80.24,1563.19,INR,PAID,0,2024-11-22
BILLDOC500625,BP100024,CA200023,STANDARD,2024-12,111.79,1588.43,INR,PAID,0,2024-12-22
BILLDOC500626,BP100024,CA200023,STANDARD,2025-01,147.05,1616.64,INR,PAID,0,2025-01-22
BILLDOC500627,BP100024,CA200023,STANDARD,2025-02,133.64,1605.91,INR,PAID,0,2025-02-22
BILLDOC500628,BP100024,CA200023,STANDARD,2025-03,139.83,1610.86,INR,PAID,0,2025-03-22
BILLDOC500629,BP100024,CA200023,STANDARD,2025-04,87.22,1568.78,INR,OPEN,0,2025-04-22
BILLDOC500630,BP100024,CA200023,STANDARD,2025-05,75.26,1559.21,INR,PAID,0,2025-05-22
BILLDOC500631,BP100024,CA200023,STANDARD,2025-06,96.86,1576.48,INR,PAID,0,2025-06-22
BILLDOC500632,BP100024,CA200023,STANDARD,2025-07,101.39,1580.11,INR,PAID,0,2025-07-22
BILLDOC500633,BP100024,CA200023,STANDARD,2025-08,127.35,1600.88,INR,PAID,0,2025-08-22
BILLDOC500634,BP100024,CA200023,STANDARD,2025-09,57.69,1545.15,INR,PAID,0,2025-09-22
BILLDOC500635,BP100024,CA200023,STANDARD,2025-10,138.24,1609.59,INR,OPEN,0,2025-10-22
BILLDOC500636,BP100024,CA200023,STANDARD,2025-11,96.05,1575.84,INR,PAID,0,2025-11-22
BILLDOC500637,BP100024,CA200023,STANDARD,2025-12,89.33,1570.46,INR,PAID,0,2025-12-22
BILLDOC500638,BP100024,CA200023,STANDARD,2026-01,74.7,1558.76,INR,PAID,0,2026-01-22
BILLDOC500639,BP100024,CA200023,STANDARD,2026-02,58.63,1545.9,INR,OPEN,0,2026-02-22
BILLDOC500640,BP100024,CA200023,STANDARD,2026-03,120.58,1595.46,INR,PAID,0,2026-03-22
BILLDOC500641,BP100024,CA200023,STANDARD,2026-04,101.83,1580.47,INR,PAID,0,2026-04-22
BILLDOC500642,BP100024,CA200023,STANDARD,2026-05,67.75,1553.2,INR,PAID,0,2026-05-22
BILLDOC500643,BP100024,CA200023,STANDARD,2026-06,67.62,1553.1,INR,OPEN,0,2026-06-22
BILLDOC500644,BP100025,CA200024,STANDARD,2024-04,91.61,1572.28,INR,PAID,0,2024-04-22
BILLDOC500645,BP100025,CA200024,STANDARD,2024-05,141.73,1612.38,INR,PAID,0,2024-05-22
BILLDOC500646,BP100025,CA200024,STANDARD,2024-06,93.51,1573.81,INR,PAID,0,2024-06-22
BILLDOC500647,BP100025,CA200024,STANDARD,2024-07,62.42,1548.94,INR,OPEN,0,2024-07-22
BILLDOC500648,BP100025,CA200024,STANDARD,2024-08,93.86,1574.09,INR,PAID,0,2024-08-22
BILLDOC500649,BP100025,CA200024,STANDARD,2024-09,93.18,1573.55,INR,OPEN,0,2024-09-22
BILLDOC500650,BP100025,CA200024,STANDARD,2024-10,32.58,1525.06,INR,OPEN,0,2024-10-22
BILLDOC500651,BP100025,CA200024,STANDARD,2024-11,98.64,1577.91,INR,PAID,0,2024-11-22
BILLDOC500652,BP100025,CA200024,STANDARD,2024-12,94.23,1574.38,INR,PAID,0,2024-12-22
BILLDOC500653,BP100025,CA200024,STANDARD,2025-01,117.41,1592.92,INR,OVERDUE,0,2025-01-22
BILLDOC500654,BP100025,CA200024,STANDARD,2025-02,146.22,1615.98,INR,OPEN,0,2025-02-22
BILLDOC500655,BP100025,CA200024,STANDARD,2025-03,128.16,1601.53,INR,OVERDUE,0,2025-03-22
BILLDOC500656,BP100025,CA200024,STANDARD,2025-04,93.28,1573.62,INR,PAID,0,2025-04-22
BILLDOC500657,BP100025,CA200024,STANDARD,2025-05,72.34,1556.87,INR,OVERDUE,2,2025-05-22
BILLDOC500658,BP100025,CA200024,STANDARD,2025-06,164.33,1630.47,INR,OPEN,0,2025-06-22
BILLDOC500659,BP100025,CA200024,STANDARD,2025-07,101.48,1580.18,INR,PAID,0,2025-07-22
BILLDOC500660,BP100025,CA200024,STANDARD,2025-08,100.35,1579.28,INR,PAID,0,2025-08-22
BILLDOC500661,BP100025,CA200024,STANDARD,2025-09,99.4,1578.52,INR,PAID,0,2025-09-22
BILLDOC500662,BP100025,CA200024,STANDARD,2025-10,104.95,1582.96,INR,PAID,0,2025-10-22
BILLDOC500663,BP100025,CA200024,STANDARD,2025-11,96.39,1576.11,INR,PAID,0,2025-11-22
BILLDOC500664,BP100025,CA200024,STANDARD,2025-12,85.66,1567.53,INR,PAID,0,2025-12-22
BILLDOC500665,BP100025,CA200024,STANDARD,2026-01,86.33,1568.06,INR,PAID,0,2026-01-22
BILLDOC500666,BP100025,CA200024,STANDARD,2026-02,99.18,1578.34,INR,PAID,0,2026-02-22
BILLDOC500667,BP100025,CA200024,STANDARD,2026-03,86.41,1568.13,INR,PAID,0,2026-03-22
BILLDOC500668,BP100025,CA200024,STANDARD,2026-04,82.18,1564.74,INR,OVERDUE,0,2026-04-22
BILLDOC500669,BP100025,CA200024,STANDARD,2026-05,102.66,1581.13,INR,PAID,0,2026-05-22
BILLDOC500670,BP100025,CA200024,STANDARD,2026-06,93.63,1573.9,INR,PAID,0,2026-06-22
BILLDOC500671,BP100026,CA200025,STANDARD,2024-04,137.6,1609.08,INR,PAID,0,2024-04-22
BILLDOC500672,BP100026,CA200025,STANDARD,2024-05,33.73,1525.98,INR,PAID,0,2024-05-22
BILLDOC500673,BP100026,CA200025,STANDARD,2024-06,127.29,1600.83,INR,PAID,0,2024-06-22
BILLDOC500674,BP100026,CA200025,STANDARD,2024-07,131.15,-248.74,INR,PAID,0,2024-07-22
BILLDOC500675,BP100026,CA200025,STANDARD,2024-08,48.17,1537.53,INR,PAID,0,2024-08-22
BILLDOC500676,BP100026,CA200025,STANDARD,2024-09,91.43,-436.92,INR,PAID,0,2024-09-22
BILLDOC500677,BP100026,CA200025,STANDARD,2024-10,90.71,1571.57,INR,PAID,0,2024-10-22
BILLDOC500678,BP100026,CA200025,STANDARD,2024-11,64.81,1550.85,INR,OPEN,0,2024-11-22
BILLDOC500679,BP100026,CA200025,STANDARD,2024-12,80.55,4.09,INR,PAID,0,2024-12-22
BILLDOC500680,BP100026,CA200025,STANDARD,2025-01,72.24,1556.79,INR,PAID,0,2025-01-22
BILLDOC500681,BP100026,CA200025,STANDARD,2025-02,143.81,1614.05,INR,PAID,0,2025-02-22
BILLDOC500682,BP100026,CA200025,STANDARD,2025-03,123.39,1597.71,INR,PAID,0,2025-03-22
BILLDOC500683,BP100026,CA200025,STANDARD,2025-04,131.79,1604.43,INR,PAID,0,2025-04-22
BILLDOC500684,BP100026,CA200025,STANDARD,2025-05,118.04,1593.43,INR,PAID,0,2025-05-22
BILLDOC500685,BP100026,CA200025,STANDARD,2025-06,71.77,1556.42,INR,PAID,0,2025-06-22
BILLDOC500686,BP100026,CA200025,STANDARD,2025-07,86.89,1568.51,INR,PAID,0,2025-07-22
BILLDOC500687,BP100026,CA200025,STANDARD,2025-08,112.23,1588.79,INR,PAID,0,2025-08-22
BILLDOC500688,BP100026,CA200025,STANDARD,2025-09,69.45,1554.56,INR,OPEN,0,2025-09-22
BILLDOC500689,BP100026,CA200025,STANDARD,2025-10,117.82,1593.26,INR,PAID,0,2025-10-22
BILLDOC500690,BP100026,CA200025,STANDARD,2025-11,93.99,1574.19,INR,PAID,0,2025-11-22
BILLDOC500691,BP100026,CA200025,STANDARD,2025-12,90.63,1571.5,INR,PAID,0,2025-12-22
BILLDOC500692,BP100026,CA200025,STANDARD,2026-01,117.77,1593.22,INR,OPEN,0,2026-01-22
BILLDOC500693,BP100026,CA200025,STANDARD,2026-02,111.11,1587.89,INR,PAID,0,2026-02-22
BILLDOC500694,BP100026,CA200025,STANDARD,2026-02,111.11,1587.89,INR,PAID,0,2026-02-22
BILLDOC500695,BP100026,CA200025,STANDARD,2026-03,90.98,1571.78,INR,OPEN,0,2026-03-22
BILLDOC500696,BP100026,CA200025,STANDARD,2026-04,128.98,1602.19,INR,PAID,0,2026-04-22
BILLDOC500697,BP100026,CA200025,STANDARD,2026-05,72.97,1557.38,INR,PAID,0,2026-05-22
BILLDOC500698,BP100026,CA200025,STANDARD,2026-06,115.4,1591.32,INR,OPEN,0,2026-06-22
BILLDOC500699,BP100027,CA200026,STANDARD,2024-05,114.83,1590.86,INR,PAID,0,2024-05-22
BILLDOC500700,BP100027,CA200026,STANDARD,2024-06,92.26,1572.81,INR,PAID,0,2024-06-22
BILLDOC500701,BP100027,CA200026,STANDARD,2024-07,108.15,1585.52,INR,PAID,0,2024-07-22
BILLDOC500702,BP100027,CA200026,STANDARD,2024-08,68.72,1553.98,INR,OPEN,0,2024-08-22
BILLDOC500703,BP100027,CA200026,STANDARD,2024-09,123.1,1597.48,INR,PAID,0,2024-09-22
BILLDOC500704,BP100027,CA200026,STANDARD,2024-10,95.38,1575.3,INR,OPEN,0,2024-10-22
BILLDOC500705,BP100027,CA200026,STANDARD,2024-11,86.93,1568.55,INR,PAID,0,2024-11-22
BILLDOC500706,BP100027,CA200026,STANDARD,2024-12,126.23,1599.98,INR,PAID,0,2024-12-22
BILLDOC500707,BP100027,CA200026,STANDARD,2025-01,82.39,1564.91,INR,PAID,0,2025-01-22
BILLDOC500708,BP100027,CA200026,STANDARD,2025-02,64.79,1550.83,INR,OPEN,0,2025-02-22
BILLDOC500709,BP100027,CA200026,STANDARD,2025-03,61.08,1547.87,INR,PAID,0,2025-03-22
BILLDOC500710,BP100027,CA200026,STANDARD,2025-04,115.15,1591.12,INR,PAID,0,2025-04-22
BILLDOC500711,BP100027,CA200026,STANDARD,2025-05,67.99,3.9,INR,OPEN,0,2025-05-22
BILLDOC500712,BP100027,CA200026,STANDARD,2025-06,143.87,12341.48,INR,PAID,0,2025-06-22
BILLDOC500713,BP100027,CA200026,STANDARD,2025-07,47.95,1537.36,INR,PAID,0,2025-07-22
BILLDOC500714,BP100027,CA200026,STANDARD,2025-08,142.41,1612.93,INR,OPEN,0,2025-08-22
BILLDOC500715,BP100027,CA200026,STANDARD,2025-09,105.28,1583.22,INR,OVERDUE,1,2025-09-22
BILLDOC500716,BP100027,CA200026,STANDARD,2025-10,97.58,1577.07,INR,PAID,0,2025-10-22
BILLDOC500717,BP100028,CA200027,PREMIUM,2024-02,86.38,4102.65,INR,PAID,0,2024-02-22
BILLDOC500718,BP100028,CA200027,PREMIUM,2024-03,109.98,4130.97,INR,PAID,0,2024-03-22
BILLDOC500719,BP100028,CA200027,PREMIUM,2024-04,99.06,4117.87,INR,PAID,0,2024-04-22
BILLDOC500720,BP100028,CA200027,PREMIUM,2024-05,127.58,4152.1,INR,PAID,0,2024-05-22
BILLDOC500721,BP100028,CA200027,PREMIUM,2024-06,102.86,4122.43,INR,OPEN,0,2024-06-22
BILLDOC500722,BP100028,CA200027,PREMIUM,2024-07,103.76,4123.51,INR,PAID,0,2024-07-22
BILLDOC500723,BP100028,CA200027,PREMIUM,2024-08,90.91,4108.09,INR,PAID,0,2024-08-22
BILLDOC500724,BP100028,CA200027,PREMIUM,2024-09,98.58,4117.29,INR,PAID,0,2024-09-22
BILLDOC500725,BP100028,CA200027,PREMIUM,2024-10,107.7,4128.23,INR,PAID,0,2024-10-22
BILLDOC500726,BP100028,CA200027,PREMIUM,2024-11,57.25,4067.69,INR,PAID,0,2024-11-22
BILLDOC500727,BP100028,CA200027,PREMIUM,2024-12,66.3,4078.55,INR,OPEN,0,2024-12-22
BILLDOC500728,BP100028,CA200027,PREMIUM,2025-01,118.58,4141.3,INR,PAID,0,2025-01-22
BILLDOC500729,BP100028,CA200027,PREMIUM,2025-02,104.27,4124.13,INR,OPEN,0,2025-02-22
BILLDOC500730,BP100028,CA200027,PREMIUM,2025-03,95.4,4113.48,INR,OPEN,0,2025-03-22
BILLDOC500731,BP100028,CA200027,PREMIUM,2025-04,100.46,4119.55,INR,PAID,0,2025-04-22
BILLDOC500732,BP100028,CA200027,PREMIUM,2025-05,108.69,4129.43,INR,PAID,0,2025-05-22
BILLDOC500733,BP100028,CA200027,PREMIUM,2025-06,86.51,4102.81,INR,OVERDUE,1,2025-06-22
BILLDOC500734,BP100028,CA200027,PREMIUM,2025-07,80.54,4095.65,INR,PAID,0,2025-07-22
BILLDOC500735,BP100028,CA200027,PREMIUM,2025-08,104.9,4124.88,INR,PAID,0,2025-08-22
BILLDOC500736,BP100028,CA200027,PREMIUM,2025-09,75.54,4089.65,INR,OPEN,0,2025-09-22
BILLDOC500737,BP100028,CA200027,PREMIUM,2025-10,110.21,4131.25,INR,PAID,0,2025-10-22
BILLDOC500738,BP100028,CA200027,PREMIUM,2025-11,57.44,4067.92,INR,PAID,0,2025-11-22
BILLDOC500739,BP100028,CA200027,PREMIUM,2025-12,125.73,4149.87,INR,OVERDUE,1,2025-12-22
BILLDOC500740,BP100028,CA200027,PREMIUM,2026-01,111.81,4133.18,INR,OPEN,0,2026-01-22
BILLDOC500741,BP100028,CA200027,PREMIUM,2026-02,106.4,4126.68,INR,OPEN,0,2026-02-22
BILLDOC500742,BP100028,CA200027,PREMIUM,2026-03,124.57,4148.48,INR,PAID,0,2026-03-22
BILLDOC500743,BP100028,CA200027,PREMIUM,2026-04,141.64,4168.96,INR,PAID,0,2026-04-22
BILLDOC500744,BP100028,CA200027,PREMIUM,2026-05,125.36,4149.43,INR,OPEN,0,2026-05-22
BILLDOC500745,BP100028,CA200027,PREMIUM,2026-06,53.98,4063.77,INR,PAID,0,2026-06-22
BILLDOC500746,BP100029,CA200028,BASIC,2024-06,68.01,533.01,INR,PAID,0,2024-06-22
BILLDOC500747,BP100029,CA200028,BASIC,2024-07,84.38,541.19,INR,PAID,0,2024-07-22
BILLDOC500748,BP100029,CA200028,BASIC,2024-08,100.65,549.33,INR,OPEN,0,2024-08-22
BILLDOC500749,BP100029,CA200028,BASIC,2024-09,112.94,555.47,INR,PAID,0,2024-09-22
BILLDOC500750,BP100029,CA200028,BASIC,2024-10,81.86,539.93,INR,OPEN,0,2024-10-22
BILLDOC500751,BP100029,CA200028,BASIC,2024-11,104.67,551.33,INR,OPEN,0,2024-11-22
BILLDOC500752,BP100029,CA200028,BASIC,2024-12,81.12,539.56,INR,OVERDUE,0,2024-12-22
BILLDOC500753,BP100029,CA200028,BASIC,2025-01,84.71,541.36,INR,PAID,0,2025-01-22
BILLDOC500754,BP100029,CA200028,BASIC,2025-02,64.83,531.42,INR,PAID,0,2025-02-22
BILLDOC500755,BP100029,CA200028,BASIC,2025-03,76.92,537.46,INR,PAID,0,2025-03-22
BILLDOC500756,BP100029,CA200028,BASIC,2025-04,66.21,532.1,INR,PAID,0,2025-04-22
BILLDOC500757,BP100029,CA200028,BASIC,2025-05,75.6,536.8,INR,PAID,0,2025-05-22
BILLDOC500758,BP100029,CA200028,BASIC,2025-06,126.34,562.17,INR,OPEN,0,2025-06-22
BILLDOC500759,BP100029,CA200028,BASIC,2025-07,76.27,537.13,INR,PAID,0,2025-07-22
BILLDOC500760,BP100029,CA200028,BASIC,2025-08,165.81,581.9,INR,PAID,0,2025-08-22
BILLDOC500761,BP100029,CA200028,BASIC,2025-09,112.33,555.17,INR,PAID,0,2025-09-22
BILLDOC500762,BP100029,CA200028,BASIC,2025-10,104.62,551.31,INR,PAID,0,2025-10-22
BILLDOC500763,BP100029,CA200028,BASIC,2025-11,78.54,538.27,INR,PAID,0,2025-11-22
BILLDOC500764,BP100029,CA200028,BASIC,2025-12,117.51,557.75,INR,OPEN,0,2025-12-22
BILLDOC500765,BP100029,CA200028,BASIC,2026-01,85.61,541.8,INR,PAID,0,2026-01-22
BILLDOC500766,BP100029,CA200028,BASIC,2026-02,103.05,550.53,INR,OPEN,0,2026-02-22
BILLDOC500767,BP100029,CA200028,BASIC,2026-03,164.0,581.0,INR,PAID,0,2026-03-22
BILLDOC500768,BP100029,CA200028,BASIC,2026-04,97.6,547.8,INR,PAID,0,2026-04-22
BILLDOC500769,BP100029,CA200028,BASIC,2026-05,128.73,563.37,INR,PAID,0,2026-05-22
BILLDOC500770,BP100029,CA200028,BASIC,2026-06,82.42,540.21,INR,PAID,0,2026-06-22
BILLDOC500771,BP100030,CA200029,STANDARD,2024-04,99.13,1578.3,INR,OPEN,0,2024-04-22
BILLDOC500772,BP100030,CA200029,STANDARD,2024-05,144.27,1614.42,INR,PAID,0,2024-05-22
BILLDOC500773,BP100030,CA200029,STANDARD,2024-06,84.33,0.02,INR,PAID,0,2024-06-22
BILLDOC500774,BP100030,CA200029,STANDARD,2024-07,145.31,1615.25,INR,OPEN,0,2024-07-22
BILLDOC500775,BP100030,CA200029,STANDARD,2024-08,117.69,1593.16,INR,PAID,0,2024-08-22
BILLDOC500776,BP100030,CA200029,STANDARD,2024-09,85.94,1567.75,INR,PAID,0,2024-09-22
BILLDOC500777,BP100030,CA200029,STANDARD,2024-10,115.81,1591.65,INR,PAID,0,2024-10-22
BILLDOC500778,BP100030,CA200029,STANDARD,2024-11,124.31,1598.45,INR,PAID,0,2024-11-22
BILLDOC500779,BP100030,CA200029,STANDARD,2024-12,115.55,1591.44,INR,PAID,0,2024-12-22
BILLDOC500780,BP100030,CA200029,STANDARD,2025-01,60.74,1547.6,INR,PAID,0,2025-01-22
BILLDOC500781,BP100030,CA200029,STANDARD,2025-02,81.82,1564.46,INR,OVERDUE,3,2025-02-22
BILLDOC500782,BP100030,CA200029,STANDARD,2025-03,93.81,1574.05,INR,PAID,0,2025-03-22
BILLDOC500783,BP100030,CA200029,STANDARD,2025-04,98.14,1577.51,INR,OVERDUE,2,2025-04-22
BILLDOC500784,BP100030,CA200029,STANDARD,2025-05,115.52,1.12,INR,OVERDUE,0,2025-05-22
BILLDOC500785,BP100030,CA200029,STANDARD,2025-06,104.44,1582.55,INR,PAID,0,2025-06-22
BILLDOC500786,BP100030,CA200029,STANDARD,2025-07,66.62,1552.29,INR,PAID,0,2025-07-22
BILLDOC500787,BP100030,CA200029,STANDARD,2025-08,109.5,1586.6,INR,PAID,0,2025-08-22
BILLDOC500788,BP100030,CA200029,STANDARD,2025-09,115.26,1591.21,INR,PAID,0,2025-09-22
BILLDOC500789,BP100030,CA200029,STANDARD,2025-10,113.99,1590.2,INR,PAID,0,2025-10-22
BILLDOC500790,BP100030,CA200029,STANDARD,2025-11,127.02,1600.62,INR,PAID,0,2025-11-22
BILLDOC500791,BP100030,CA200029,STANDARD,2025-12,120.85,1595.68,INR,PAID,0,2025-12-22
BILLDOC500792,BP100030,CA200029,STANDARD,2026-01,111.48,1588.18,INR,PAID,0,2026-01-22
BILLDOC500793,BP100030,CA200029,STANDARD,2026-02,98.25,1577.6,INR,PAID,0,2026-02-22
BILLDOC500794,BP100031,CA200030,STANDARD,2024-06,58.48,1545.78,INR,PAID,0,2024-06-22
BILLDOC500795,BP100031,CA200030,STANDARD,2024-07,110.74,1587.59,INR,PAID,0,2024-07-22
BILLDOC500796,BP100031,CA200030,STANDARD,2024-08,105.19,1583.15,INR,PAID,0,2024-08-22
BILLDOC500797,BP100031,CA200030,STANDARD,2024-09,106.79,1584.43,INR,PAID,0,2024-09-22
BILLDOC500798,BP100031,CA200030,STANDARD,2024-10,68.08,1553.47,INR,PAID,0,2024-10-22
BILLDOC500799,BP100031,CA200030,STANDARD,2024-11,72.97,1557.38,INR,PAID,0,2024-11-22
BILLDOC500800,BP100031,CA200030,STANDARD,2024-12,126.33,1600.06,INR,PAID,0,2024-12-22
BILLDOC500801,BP100031,CA200030,STANDARD,2025-01,99.01,1578.21,INR,PAID,0,2025-01-22
BILLDOC500802,BP100031,CA200030,STANDARD,2025-02,117.04,1592.63,INR,PAID,0,2025-02-22
BILLDOC500803,BP100031,CA200030,STANDARD,2025-03,100.71,1579.57,INR,PAID,0,2025-03-22
BILLDOC500804,BP100031,CA200030,STANDARD,2025-04,100.74,1579.6,INR,PAID,0,2025-04-22
BILLDOC500805,BP100031,CA200030,STANDARD,2025-05,123.46,1597.77,INR,PAID,0,2025-05-22
BILLDOC500806,BP100031,CA200030,STANDARD,2025-06,87.1,1568.68,INR,PAID,0,2025-06-22
BILLDOC500807,BP100031,CA200030,STANDARD,2025-07,102.4,1580.92,INR,PAID,0,2025-07-22
BILLDOC500808,BP100031,CA200030,STANDARD,2025-08,88.44,10496.21,INR,OVERDUE,3,2025-08-22
BILLDOC500809,BP100031,CA200030,STANDARD,2025-09,89.14,1570.31,INR,PAID,0,2025-09-22
BILLDOC500810,BP100031,CA200030,STANDARD,2025-10,92.27,1572.82,INR,PAID,0,2025-10-22
BILLDOC500811,BP100031,CA200030,STANDARD,2025-11,105.55,1583.44,INR,PAID,0,2025-11-22
BILLDOC500812,BP100031,CA200030,STANDARD,2025-12,88.03,1569.43,INR,OVERDUE,1,2025-12-22
BILLDOC500813,BP100031,CA200030,STANDARD,2026-01,131.39,1604.12,INR,PAID,0,2026-01-22
BILLDOC500814,BP100031,CA200030,STANDARD,2026-02,77.63,1561.11,INR,OPEN,0,2026-02-22
BILLDOC500815,BP100031,CA200030,STANDARD,2026-03,95.33,1575.26,INR,PAID,0,2026-03-22
BILLDOC500816,BP100031,CA200030,STANDARD,2026-04,89.01,1570.21,INR,PAID,0,2026-04-22
BILLDOC500817,BP100031,CA200030,STANDARD,2026-05,136.17,1607.94,INR,OPEN,0,2026-05-22
BILLDOC500818,BP100031,CA200030,STANDARD,2026-06,104.91,1582.93,INR,PAID,0,2026-06-22
BILLDOC500819,BP100032,CA200031,PREMIUM,2024-04,125.8,4149.96,INR,PAID,0,2024-04-22
BILLDOC500820,BP100032,CA200031,PREMIUM,2024-05,62.86,4074.43,INR,OPEN,0,2024-05-22
BILLDOC500821,BP100032,CA200031,PREMIUM,2024-06,106.68,4127.01,INR,PAID,0,2024-06-22
BILLDOC500822,BP100032,CA200031,PREMIUM,2024-07,122.24,4145.69,INR,PAID,0,2024-07-22
BILLDOC500823,BP100032,CA200031,PREMIUM,2024-08,102.06,4121.47,INR,PAID,0,2024-08-22
BILLDOC500824,BP100032,CA200031,PREMIUM,2024-09,126.64,4150.96,INR,PAID,0,2024-09-22
